ECN_CODE,PLNTT_CODE_SHORT,PLNTT_CODE,BRC_CODE_short,BRC_CODE,BRC_CONCEPT,NBN,ECN_name_plus_extras,BRC_NAME,PLABRYATT_VTA NAME,DESC_ABBR,GROWTH_STAGE,PHYLUM,TX_LV_ECN,TX_LV_BRC_PLNTT,PLANT_TYPE,Tjan,Tjul,Prec,E1,E2,L,F,R,N,S,HM,Ord,FamA,VTR Taxon name,Competitor,Ruderal,Stress Tolerant,BRC V PLNATT,match comment
1050,0920_1594,0920  1594,0920_1594,902 1594,Vas_1594,,Potentilla reptans,Potentilla reptans,Potentilla reptans,pote repta,,vascular,spp,spp,,3.833061224,15.11483371,959.0048724,8,4,7,5,7,5,0,,Rosa,Rosa,Potentilla reptans,1.7,1.7,0.6,match,
1051,0920_1596,0920  1596,0920_1596,902 1596,Vas_1596,,Potentilla sterilis,Potentilla sterilis,Potentilla sterilis,pote steri,,vascular,spp,spp,,3.556910653,14.70658763,1071.216747,7,2,5,5,5,5,0,,Rosa,Rosa,Potentilla sterilis,0.6,1.7,1.7,match,
1054,0920_1603,0920  1603,0920_1603,902 1603,Vas_1603,,Primula farinosa,Primula farinosa,Primula farinosa,,,vascular,spp,spp,,2.156407767,13.80737864,1193.941966,4,5,9,8,9,2,0,,Eric,Prim,Primula farinosa,NA,NA,NA,match,
1056,0920_1605,0920  1605,0920_1605,902 1605,Vas_1605,,Primula veris,Primula veris,Primula veris,,,vascular,spp,spp,,3.681184408,15.22049975,900.4754123,7,4,7,4,7,3,0,,Eric,Prim,Primula veris,0.675,0.675,2.65,match,
1058,0920_1607,0920  1607,0920_1607,902 1607,Vas_1607,,Primula vulgaris,Primula vulgaris,Primula vulgaris,prim vulga,,vascular,spp,spp,,3.548899776,14.45702128,1108.223921,7,3,5,5,6,4,0,,Eric,Prim,Primula vulgaris,0.675,0.675,2.65,match,
1059,0920_1610,0920  1610,0920_1610,902 1610,Vas_1610,,Prunella vulgaris,Prunella vulgaris,Prunella vulgaris,prunel vulga,,vascular,spp,spp,,3.541399464,14.44608579,1106.032816,6,6,7,5,6,4,0,,Lami,Lami,Prunella vulgaris,1.333333333,1.333333333,1.333333333,match,
2623,0920_1616,0920  1616,0920_1616,902 1616,Vas_1616,,Prunus padus (g),Prunus padus,Prunus padus,,(g),vascular,spp,spp,,2.684358372,13.79007825,1240.495317,5,5,5,6,6,7,0,,Rosa,Rosa,Prunus padus,2,0,2,match,
2936,0920_1617,0920  1617,0920_1617,902 1617,Vas_1617,,Prunus spinosa (c),Prunus spinosa,Prunus spinosa,,(c),vascular,spp,spp,,3.666986003,14.78359253,1032.293067,7,3,6,5,7,6,1,,Rosa,Rosa,Prunus spinosa,2,0,2,match,
2624,0920_1617,0920  1617,0920_1617,902 1617,Vas_1617,,Prunus spinosa (g),Prunus spinosa,Prunus spinosa,prun spino (g),(g),vascular,spp,spp,,3.666986003,14.78359253,1032.293067,7,3,6,5,7,6,1,,Rosa,Rosa,Prunus spinosa,2,0,2,match,
1065,0920_1617,0920  1617,0920_1617,902 1617,Vas_1617,,Prunus spinosa (s),Prunus spinosa,Prunus spinosa,prun spino (s),(s),vascular,spp,spp,,3.666986003,14.78359253,1032.293067,7,3,6,5,7,6,1,,Rosa,Rosa,Prunus spinosa,2,0,2,match,
2937,0920_1618,0920  1618,0920_1618,902 1618,Vas_1618,,Pseudotsuga menziesii (c),Pseudotsuga menziesii,Pseudotsuga menziesii,,(c),vascular,spp,spp,,3.387710843,14.95349398,1034.917673,,,6,6,4,4,0,,Pina,Pina,Pseudotsuga menziesii,NA,NA,NA,match,
3214,0920_1618,0920  1618,0920_1618,902 1618,Vas_1618,,Pseudotsuga menziesii (g),Pseudotsuga menziesii,Pseudotsuga menziesii,,(g),vascular,spp,spp,,3.387710843,14.95349398,1034.917673,,,6,6,4,4,0,,Pina,Pina,Pseudotsuga menziesii,NA,NA,NA,match,
1066,0910_1619,0910  1619,0910_1619,902 1619,Vas_1619,,Pteridium aquilinum,Pteridium aquilinum,Pteridium aquilinum,pter aquil,,vascular,spp,spp,,3.538809917,14.47680165,1109.057979,7,6,6,5,3,3,0,,Dick,Denn,Pteridium aquilinum,4,0,0,match,
1068,0920_1622,0920  1622,,,,,Puccinellia maritima,,Puccinellia maritima,,,vascular,spp,spp,,4.133082401,14.39604273,1162.167536,5,1,9,8,7,6,5,,Poal,Poac,Puccinellia maritima,NA,NA,NA,match,
1069,0920_1625,0920  1625,0920_1625,902 1625,Vas_1625,,Pulicaria dysenterica,Pulicaria dysenterica,Pulicaria dysenterica,,,vascular,spp,spp,,4.031921652,15.52980413,884.9549246,8,4,7,7,7,4,0,,Aste,Aste,Pulicaria dysenterica,2,0,2,match,
1073,0920_5438,0920  5438,,,,,Pyrola rotundifolia,,Pyrola rotundifolia,,,vascular,spp,spp,,2.892529412,14.19605882,1071.514588,5,4,6,7,7,3,0,,Eric,Eric,Pyrola rotundifolia,NA,NA,NA,match,
1075,0920_1635,0920  1635,0920_1635,902 1635,Vas_1635,,Quercus cerris (c),Quercus cerris,Quercus cerris,,(c),vascular,spp,spp,,3.77,15.62154973,861.9843678,,,6,4,6,6,0,,Faga,Faga,Quercus cerris,2,0,2,match,
1077,0920_1638,0920  1638,0920_1638,902 1638,Vas_1638,,Quercus petraea (c),Quercus petraea,Quercus petraea,quer petra (c),(c),vascular,spp,spp,,3.509252101,14.55778992,1135.952055,7,3,6,6,3,4,0,,Faga,Faga,Quercus petraea,2,0,2,match,
2626,0920_1638,0920  1638,0920_1638,902 1638,Vas_1638,,Quercus petraea (g),Quercus petraea,Quercus petraea,,(g),vascular,spp,spp,,3.509252101,14.55778992,1135.952055,7,3,6,6,3,4,0,,Faga,Faga,Quercus petraea,2,0,2,match,
1078,0920_1640,0920  1640,0920_1640,902 1640,Vas_1640,,Quercus robur (c),Quercus robur,Quercus robur,quer robur (c),(c),vascular,spp,spp,,3.525973808,14.73824715,1049.329644,7,3,7,5,5,4,0,,Faga,Faga,Quercus robur,2,0,2,match,
2628,0920_1640,0920  1640,0920_1640,902 1640,Vas_1640,,Quercus robur (g),Quercus robur,Quercus robur,quer robur (g),(g),vascular,spp,spp,,3.525973808,14.73824715,1049.329644,7,3,7,5,5,4,0,,Faga,Faga,Quercus robur,2,0,2,match,
2627,0920_1640,0920  1640,0920_1640,902 1640,Vas_1640,,Quercus robur (s),Quercus robur,Quercus robur,,(s),vascular,spp,spp,,3.525973808,14.73824715,1049.329644,7,3,7,5,5,4,0,,Faga,Faga,Quercus robur,2,0,2,match,
1080,0920_1641,0920  1641,,,,,Radiola linoides,,Radiola linoides,,,vascular,spp,spp,,4.194437781,14.73103448,1061.059464,7,3,8,7,4,2,1,,Malp,Lina,Radiola linoides,NA,NA,NA,match,
1081,0920_1642,0920  1642,0920_1642,902 1642,Vas_1642,,Ranunculus acris,Ranunculus acris,Ranunculus acris,ranu acris,,vascular,spp,spp,,3.539737336,14.44425355,1106.379548,3,5,7,6,6,4,0,,Ranu,Ranu,Ranunculus acris,1.333333333,1.333333333,1.333333333,match,
1083,0920_1644,0920  1644,0920_1644,902 1644,Vas_1644,,Ranunculus arvensis,Ranunculus arvensis,Ranunculus arvensis,,,vascular,spp,spp,,3.672838164,15.88547101,742.255933,8,4,7,5,7,6,0,,Ranu,Ranu,Ranunculus arvensis,NA,NA,NA,match,
1086,0920_1647,0920  1647,0920_1647,902 1647,Vas_1647,,Ranunculus bulbosus,Ranunculus bulbosus,Ranunculus bulbosus,ranu bulbo,,vascular,spp,spp,,3.631243902,14.81667596,1003.672639,8,3,7,4,7,4,0,,Ranu,Ranu,Ranunculus bulbosus,0,2,2,match,
1088,0920_1649,0920  1649,0920_1649,902 1649,Vas_1649,,Ranunculus ficaria,Ranunculus ficaria,Ranunculus ficaria,ranu ficar,,vascular,spp,spp,,3.557590606,14.536657,1083.983422,8,3,6,6,6,6,0,,Ranu,Ranu,Ranunculus ficaria,0,2,2,match,
1089,0920_1651,0920  1651,0920_1651,902 1651,Vas_1651,,Ranunculus flammula,Ranunculus flammula,Ranunculus flammula,,,vascular,spp,spp,,3.523048951,14.38973427,1121.955027,7,3,7,9,5,3,0,,Ranu,Ranu,Ranunculus flammula,1.7,1.7,0.6,match,
1093,0920_1655,0920  1655,,,,,Ranunculus lingua,,Ranunculus lingua,,,vascular,spp,spp,,3.693842035,15.17188755,868.1459538,7,4,7,10,6,7,0,,Ranu,Ranu,Ranunculus lingua,3,1,0,match,
1094,0920_1659,0920  1659,0920_1659,902 1659,Vas_1659,,Ranunculus parviflorus,Ranunculus parviflorus,Ranunculus parviflorus,,,vascular,spp,spp,,4.334589178,15.99561122,834.2998046,8,2,7,5,6,5,0,,Ranu,Ranu,Ranunculus parviflorus,NA,NA,NA,match,
1095,0920_1660,0920  1660,0920_1660,902 1660,Vas_1660,,Ranunculus repens,Ranunculus repens,Ranunculus repens,ranu repen,,vascular,spp,spp,,3.54747197,14.45096369,1105.080158,5,5,6,7,6,7,0,,Ranu,Ranu,Ranunculus repens,2,2,0,match,
1096,0920_1661,0920  1661,0920_1661,902 1661,Vas_1661,,Ranunculus reptans,Ranunculus reptans,Ranunculus reptans,,,vascular,spp,spp,,2.585555556,13.7,1467.0875,4,6,8,9,6,2,0,,Ranu,Ranu,Ranunculus reptans,NA,NA,NA,match,
3818,0920_1665,0920  1665,,,,,Ranunculus tripartitus,,Ranunculus tripartitus,,,vascular,spp,spp,,5.180875,15.768125,1024.389281,8,1,9,10,6,3,0,,Ranu,Ranu,Ranunculus tripartitus,NA,NA,NA,match,
1103,0920_1672,0920  1672,,,,,Reseda lutea,,Reseda lutea,,,vascular,spp,spp,,3.645893833,15.66241998,807.5246956,8,3,7,4,7,5,0,,Bras,Rese,Reseda lutea,0.6,1.7,1.7,match,
1104,0920_1673,0920  1673,,,,,Reseda luteola,,Reseda luteola,,,vascular,spp,spp,,3.797529919,15.30295835,879.0618095,8,4,7,4,8,6,0,,Bras,Rese,Reseda luteola,1,3,0,match,
1105,0920_1675,0920  1675,0920_1675,902 1675,Vas_1675,,Rhamnus cathartica,Rhamnus cathartica,Rhamnus cathartica,,,vascular,spp,spp,,3.620804233,15.82412698,783.4477222,7,4,7,5,7,6,0,,Rosa,Rham,Rhamnus cathartica,2,0,2,match,
1106,0920_1678,0920  1678,0920_1678,902 1678,Vas_1678,,Rhinanthus minor,Rhinanthus minor,Rhinanthus minor,,,vascular,spp,spp,,3.486183074,14.41114853,1114.921945,5,3,7,5,6,4,0,,Lami,Orob,Rhinanthus minor,0,3,1,match,
2946,0920_1687,0920  1687,0920_1687,902 1687,Vas_1687,,Rhododendron ponticum (g),Rhododendron ponticum,Rhododendron ponticum,rhod ponti (g),(g),vascular,spp,spp,,3.494402744,14.59448345,1110.520663,,,5,5,3,3,0,,Eric,Eric,Rhododendron ponticum,2,0,2,match,
1109,0920_1691,0920  1691,0920_1691,902 1691,Vas_1691,,Rhynchospora alba,Rhynchospora alba,Rhynchospora alba,,,vascular,spp,spp,,3.631864078,13.99056311,1399.928782,5,6,8,9,2,1,0,,Poal,Cype,Rhynchospora alba,NA,NA,NA,match,
1111,0920_1694,0920  1694,0920_1694,902 1694,Vas_1694,,Ribes nigrum,Ribes nigrum,Ribes nigrum,,,vascular,spp,spp,,3.426974019,14.88362201,995.0783176,5,4,5,9,6,6,0,,Saxi,Gros,Ribes nigrum,2,0,2,match,
1119,0920_1704,0920  1704,,,,,Rorippa sylvestris,,Rorippa sylvestris,,,vascular,spp,spp,,3.560595334,15.36247788,886.2822104,7,3,8,8,7,7,0,,Bras,Bras,Rorippa sylvestris,2,2,0,match,
1121,0920_1707,0920  1707,0920_1707,902 1707,Vas_1707,,Rosa arvensis,Rosa arvensis,Rosa arvensis,,,vascular,spp,spp,,3.896731392,15.44473031,910.4673827,7,3,6,4,7,5,0,,Rosa,Rosa,Rosa arvensis,2,0,2,match,
1122,0920_1708,0920  1708,0920_1708,902 1708,Vas_1708,,Rosa canina agg.,Rosa canina agg.,Rosa canina agg.,rosa canin agg,,vascular,spp,spp,,3.6696983,15.07241909,992.6465167,7,3,6,5,7,6,0,,Rosa,Rosa,Rosa canina agg.,2,0,2,match,
2754,0920_1709,0920  1709,0920_1709,902 1709,Vas_1709,,Rosa canina (g),Rosa canina s.str.,Rosa canina sens.str.,rosa canin (g),(g),vascular,spp,spp,,3.6696983,15.07241909,992.6465167,7,3,6,5,7,6,0,,Rosa,Rosa,Rosa canina sens.str.,2,0,2,match,
1123,0920_1719,0920  1719,,,,,Rosa pimpinellifolia,,Rosa pimpinellifolia,,,vascular,spp,spp,,3.791214344,14.36471883,1124.207946,7,5,8,3,6,3,0,,Rosa,Rosa,Rosa pimpinellifolia,2,0,2,match,
1126,0920_1725,0920  1725,,,,,Rubia peregrina,,Rubia peregrina,,,vascular,spp,spp,,5.155411392,15.67503165,1031.311116,9,1,6,4,8,5,0,,Gent,Rubi,Rubia peregrina,NA,NA,NA,match,
1127,0920_1726,0920  1726,0920_1726,902 1726,Vas_1726,,Rubus caesius,Rubus caesius,Rubus caesius,,,vascular,spp,spp,,3.759627412,15.55793746,850.6582585,7,4,7,7,7,6,0,,Rosa,Rosa,Rubus caesius,2,0,2,match,
1128,0920_1727,0920  1727,0920_1727,902 1727,Vas_1727,,Rubus chamaemorus,Rubus chamaemorus,Rubus chamaemorus,rubu chama,,vascular,spp,spp,,1.072177215,12.17412658,1594.339367,4,6,9,7,1,1,0,,Rosa,Rosa,Rubus chamaemorus,1.7,0.6,1.7,match,
2760,0920_1728,0920  1728,0920_1728,902 1728,Vas_1728,,Rubus fruticosus agg (g),Rubus fruticosus agg.,Rubus fruticosus agg.,,(g),vascular,spp,spp,,3.614862098,14.61299972,1089.436793,8,3,6,6,6,6,0,,Rosa,Rosa,Rubus fruticosus agg.,2,0,2,match,
1136,0920_1728,0920  1728,0920_1728,902 1728,Vas_1728,,Rubus fruticosus agg.,Rubus fruticosus agg.,Rubus fruticosus agg.,rubu fruti agg,,vascular,spp,spp,,3.614862098,14.61299972,1089.436793,8,3,6,6,6,6,0,,Rosa,Rosa,Rubus fruticosus agg.,2,0,2,match,
1137,0920_1729,0920  1729,0920_1729,902 1729,Vas_1729,,Rubus idaeus,Rubus idaeus,Rubus idaeus,,,vascular,spp,spp,,3.367098243,14.51449902,1094.879056,5,6,6,5,5,5,0,,Rosa,Rosa,Rubus idaeus,2,0,2,match,
3968,0920_1731,0920  1731,0920_1731,902 1731,Vas_1731,,Rubus spectabilis,Rubus spectabilis,Rubus spectabilis,,,vascular,spp,spp,,3.392375691,13.83146409,1161.545449,,,6,6,5,5,0,,Rosa,Rosa,Rubus spectabilis,NA,NA,NA,match,
1139,0920_1734,0920  1734,0920_1734,902 1734,Vas_1734,,Rumex acetosa,Rumex acetosa,Rumex acetosa,rume acetosa,,vascular,spp,spp,,3.543896173,14.4481536,1105.43885,5,4,7,5,5,4,0,,Cary,Poly,Rumex acetosa,1.333333333,1.333333333,1.333333333,match,
1140,0920_1735,0920  1735,0920_1735,902 1735,Vas_1735,,Rumex acetosella,Rumex acetosella,Rumex acetosella,rume acetosel,,vascular,spp,spp,,3.508789649,14.43634112,1110.200444,6,4,7,5,4,3,0,,Cary,Poly,Rumex acetosella,0.6,1.7,1.7,match,
1142,0920_1741,0920  1741,0920_1741,902 1741,Vas_1741,,Rumex conglomeratus,Rumex conglomeratus,Rumex conglomeratus,,,vascular,spp,spp,,3.91058657,15.19080502,953.227145,8,4,8,8,7,7,0,,Cary,Poly,Rumex conglomeratus,1.7,1.7,0.6,match,
1143,0920_1742,0920  1742,0920_1742,902 1742,Vas_1742,,Rumex crispus,Rumex crispus,Rumex crispus,rume crisp,,vascular,spp,spp,,3.594625925,14.51518224,1086.801425,8,4,8,6,7,6,2,,Cary,Poly,Rumex crispus,1.7,1.7,0.6,match,
1144,0920_1745,0920  1745,,,,,Rumex hydrolapathum,,Rumex hydrolapathum,,,vascular,spp,spp,,3.874199134,15.70458009,811.6930195,7,3,7,10,7,6,0,,Cary,Poly,Rumex hydrolapathum,2.65,0.675,0.675,match,
1147,0920_1748,0920  1748,0920_1748,902 1748,Vas_1748,,Rumex obtusifolius,Rumex obtusifolius,Rumex obtusifolius,rume obtus,,vascular,spp,spp,,3.555189292,14.47503245,1100.465261,7,3,7,5,7,9,0,,Cary,Poly,Rumex obtusifolius,2.65,0.675,0.675,match,
3223,0920_1749,0920  1749,,,,,Rumex palustris,,Rumex palustris,,,vascular,spp,spp,,3.610978723,16.2207234,637.4311915,7,3,7,8,7,8,0,,Cary,Poly,Rumex palustris,NA,NA,NA,match,
3054,0920_1752,0920  1752,,,,,Rumex rupestris,,Rumex rupestris,,,vascular,spp,spp,,6.100408163,16.12285714,999.965051,7,0,7,8,5,5,0,,Cary,Poly,Rumex rupestris,NA,NA,NA,match,
1148,0920_1753,0920  1753,0920_1753,902 1753,Vas_1753,,Rumex sanguineus,Rumex sanguineus,Rumex sanguineus,rume sangu,,vascular,spp,spp,,3.760122346,14.98060453,1002.973346,7,3,5,7,7,7,0,,Cary,Poly,Rumex sanguineus,1.7,1.7,0.6,match,
1156,0920_1766,0920  1766,0920_1766,902 1766,Vas_1766,,Sagina nodosa,Sagina nodosa,Sagina nodosa,,,vascular,spp,spp,,3.57405886,14.33661557,1088.771956,5,4,8,7,7,3,1,,Cary,Cary,Sagina nodosa,0,1,3,match,
1158,0920_1767,0920  1767,0920_1767,902 1767,Vas_1767,,Sagina procumbens,Sagina procumbens,Sagina procumbens,sagi procu,,vascular,spp,spp,,3.537889488,14.44575202,1106.417072,5,4,7,6,6,5,1,,Cary,Cary,Sagina procumbens,0.675,2.65,0.675,match,
1163,0920_1775,0920  1775,,,,,Salicornia europaea,,Salicornia europaea,,,vascular,spp,spp,,4.476081505,15.18554859,1038.077139,6,6,9,8,8,6,9,,Cary,Amar,Salicornia europaea,NA,NA,NA,match,
4324,0920_1787,0920  1787,0920_1787,902 1787,Vas_1787,,Salix aurita (g),Salix aurita,Salix aurita,,(g),vascular,spp,spp,,3.421237674,14.15356341,1190.333729,5,3,7,8,4,3,0,,Malp,Sali,Salix aurita,2,0,2,match,
2741,0920_1788,0920  1788,0920_1788,902 1788,Vas_1788,,Salix caprea (c),Salix caprea,Salix caprea,,(c),vascular,spp,spp,,3.389013852,14.60457784,1080.046177,5,5,7,7,7,7,0,,Malp,Sali,Salix caprea,3,0,1,match,
2631,0920_1788,0920  1788,0920_1788,902 1788,Vas_1788,,Salix caprea (g),Salix caprea,Salix caprea,sali capre (g),(g),vascular,spp,spp,,3.389013852,14.60457784,1080.046177,5,5,7,7,7,7,0,,Malp,Sali,Salix caprea,3,0,1,match,
4305,0920_1789,0920  1789,0920_1789,902 1789,Vas_1789,,Salix cinerea (c),Salix cinerea,Salix cinerea,,(c),vascular,spp,spp,,3.532563884,14.53902612,1095.896224,5,4,7,8,6,5,0,,Malp,Sali,Salix cinerea,3,0,1,match,
2729,0920_1789,0920  1789,0920_1789,902 1789,Vas_1789,,Salix cinerea (g),Salix cinerea,Salix cinerea,,(g),vascular,spp,spp,,3.532563884,14.53902612,1095.896224,5,4,7,8,6,5,0,,Malp,Sali,Salix cinerea,3,0,1,match,
1169,0920_1789,0920  1789,0920_1789,902 1789,Vas_1789,,Salix cinerea (s),Salix cinerea,Salix cinerea,,(s),vascular,spp,spp,,3.532563884,14.53902612,1095.896224,5,4,7,8,6,5,0,,Malp,Sali,Salix cinerea,3,0,1,match,
2699,0920_1789,0920  1789,0920_1786,902 1786,Vas_1786,,Salix cinerea ssp oleifolia (s),Salix cinerea subsp. oleifolia,Salix cinerea,,(s),vascular,subsp,spp,,3.532563884,14.53902612,1095.896224,5,4,7,8,6,5,0,,Malp,Sali,Salix cinerea,3,0,1,resolved,matched to spp not subsp
2742,0920_1789,0920  1789,0920_1786,902 1786,Vas_1786,,Salix cinerea ssp oleifolia(c),Salix cinerea subsp. oleifolia,Salix cinerea,,(c),vascular,subsp,spp,,3.532563884,14.53902612,1095.896224,5,4,7,8,6,5,0,,Malp,Sali,Salix cinerea,3,0,1,resolved,matched to spp not subsp
3131,0920_1801,0920  1801,0920_1801,902 1801,Vas_1801,,Salix purpurea (g),Salix purpurea,Salix purpurea,,(g),vascular,spp,spp,,3.425194144,14.81570337,984.0685933,7,4,8,9,7,5,0,,Malp,Sali,Salix purpurea,3,0,1,match,
1179,0920_1802,0920  1802,0920_1802,902 1802,Vas_1802,,Salix repens agg.,Salix repens,Salix repens,,,vascular,spp,spp,,3.450168919,14.03071429,1204.935424,5,4,8,7,6,3,0,,Malp,Sali,Salix repens,2,0,2,match,
1185,0920_1812,0920  1812,,,,,Salvia verbenaca,,Salvia verbenaca,,,vascular,spp,spp,,4.111614173,16.0876378,747.7271457,9,1,8,3,7,2,0,,Lami,Lami,Salvia verbenaca,NA,NA,NA,match,
2633,0920_1815,0920  1815,0920_1815,902 1815,Vas_1815,,Sambucus nigra (g),Sambucus nigra,Sambucus nigra,,(g),vascular,spp,spp,,3.623968537,14.68517958,1060.51839,7,3,6,5,7,7,0,,Dips,Capr,Sambucus nigra,4,0,0,match,
1187,0920_1815,0920  1815,0920_1815,902 1815,Vas_1815,,Sambucus nigra (s),Sambucus nigra,Sambucus nigra,samb nigra (s),(s),vascular,spp,spp,,3.623968537,14.68517958,1060.51839,7,3,6,5,7,7,0,,Dips,Capr,Sambucus nigra,4,0,0,match,
1189,0920_1817,0920  1817,,,,,Samolus valerandi,,Samolus valerandi,,,vascular,spp,spp,,4.307850318,15.12019108,1012.539303,8,6,8,8,8,5,2,,Eric,Prim,Samolus valerandi,0.6,1.7,1.7,match,
1053,0920_5442,0920  5442,0920_5442,902 5442,Vas_5442,,Sanguisorba minor,Sanguisorba minor,Sanguisorba minor,sang minor,,vascular,spp,spp,,3.700911197,15.5619305,844.4100521,8,4,7,4,8,3,0,,Rosa,Rosa,Sanguisorba minor,0.675,0.675,2.65,match,
1190,0920_1818,0920  1818,0920_1818,902 1818,Vas_1818,,Sanguisorba officinalis,Sanguisorba officinalis,Sanguisorba officinalis,,,vascular,spp,spp,,3.245763598,15.1341318,937.9474817,5,6,7,7,6,5,0,,Rosa,Rosa,Sanguisorba officinalis,2.65,0.675,0.675,match,
1191,0920_1819,0920  1819,0920_1819,902 1819,Vas_1819,,Sanicula europaea,Sanicula europaea,Sanicula europaea,,,vascular,spp,spp,,3.545408048,14.68680707,1089.815889,7,3,4,5,7,5,0,,Apia,Apia,Sanicula europaea,0.675,0.675,2.65,match,
3225,0920_1777,0920  1777,,,,,Arthrocnemum perenne,,Sarcocornia perennis,,,vascular,spp,spp,,4.404470588,16.40176471,702.4831765,9,1,9,8,8,6,6,,Cary,Amar,Sarcocornia perennis,NA,NA,NA,match,
1203,0920_1842,0920  1842,0920_1842,902 1842,Vas_1842,,Saxifraga stellaris,Saxifraga stellaris,Saxifraga stellaris,,,vascular,spp,spp,,1.788363273,12.32473054,1811.47232,1,3,8,8,5,3,0,,Saxi,Saxi,Saxifraga stellaris,NA,NA,NA,match,
1205,0920_1846,0920  1846,0920_1846,902 1846,Vas_1846,,Scabiosa columbaria,Scabiosa columbaria,Scabiosa columbaria,scab colum,,vascular,spp,spp,,3.474017522,15.5624781,830.7266114,7,3,8,3,8,2,0,,Dips,Dips,Scabiosa columbaria,0,1,3,match,
1207,0920_1855,0920  1855,,,,,Schoenus nigricans,,Schoenus nigricans,,,vascular,spp,spp,sedge,3.872526231,13.92841001,1261.046998,8,4,8,8,7,2,0,,Poal,Cype,Schoenus nigricans,1,0,3,match,
3103,0920_1856,0920  1856,,,,,Scilla autumnalis,,Scilla autumnalis,,,vascular,spp,spp,,5.858965517,16.23017241,939.3222414,9,1,9,3,6,1,0,,Aspa,Hyac,Scilla autumnalis,NA,NA,NA,match,
1208,0920_1857,0920  1857,,,,,Scilla verna,,Scilla verna,,,vascular,spp,spp,,4.574417178,13.87377301,1103.256672,7,1,8,5,5,3,3,,Aspa,Hyac,Scilla verna,NA,NA,NA,match,
1220,0920_1867,0920  1867,0920_1867,902 1867,Vas_1867,,Scrophularia nodosa,Scrophularia nodosa,Scrophularia nodosa,,,vascular,spp,spp,,3.602690003,14.69572375,1069.353172,7,4,5,6,7,6,0,,Lami,Scro,Scrophularia nodosa,3,1,0,match,
1223,0920_1872,0920  1872,,,,,Scutellaria galericulata,,Scutellaria galericulata,,,vascular,spp,spp,forb,3.566454082,14.92364286,1055.438327,5,4,7,8,6,5,0,,Lami,Lami,Scutellaria galericulata,1.7,1.7,0.6,match,
1224,0920_1874,0920  1874,0920_1874,902 1874,Vas_1874,,Scutellaria minor,Scutellaria minor,Scutellaria minor,,,vascular,spp,spp,,4.146716259,14.93857598,1190.672303,8,2,7,9,4,2,0,,Lami,Lami,Scutellaria minor,0.675,0.675,2.65,match,
1225,0920_1875,0920  1875,0920_1875,902 1875,Vas_1875,,Sedum acre,Sedum acre,Sedum acre,,,vascular,spp,spp,,3.672295019,14.87968199,994.6121351,7,3,8,2,7,2,1,,Saxi,Cras,Sedum acre,0,1,3,match,
1227,0920_1877,0920  1877,0920_1877,902 1877,Vas_1877,,Sedum anglicum,Sedum anglicum,Sedum anglicum,,,vascular,spp,spp,,4.083986784,14.27267254,1320.512836,7,1,8,3,4,2,1,,Saxi,Cras,Sedum anglicum,0,1,3,match,
1234,0920_1886,0920  1886,0920_1886,902 1886,Vas_1886,,Sedum villosum,Sedum villosum,Sedum villosum,,,vascular,spp,spp,,1.60563981,12.912891,1273.164562,2,3,8,9,6,2,0,,Saxi,Cras,Sedum villosum,NA,NA,NA,match,
1235,0910_1888,0910  1888,0910_1888,902 1888,Vas_1888,,Selaginella selaginoides,Selaginella selaginoides,Selaginella selaginoides,,,vascular,spp,spp,,2.796244094,13.03665354,1442.800772,4,6,8,7,6,2,0,,Sela,Sela,Selaginella selaginoides,NA,NA,NA,match,
4012,0920_1889,0920  1889,,,,,Selinum carvifolia,,Selinum carvifolia,,,vascular,spp,spp,,3.35,16.14,595.3575,7,3,7,7,8,4,0,,Apia,Apia,Selinum carvifolia,NA,NA,NA,match,
1236,0920_1891,0920  1891,,,,,Senecio aquaticus,,Senecio aquaticus,,,vascular,spp,spp,,3.604502488,14.47769279,1109.058456,7,3,7,8,6,5,0,,Aste,Aste,Senecio aquaticus,1,3,0,match,
1237,0920_1896,0920  1896,0920_1896,902 1896,Vas_1896,,Senecio erucifolius,Senecio erucifolius,Senecio erucifolius,,,vascular,spp,spp,,3.779331797,15.82309524,783.349038,7,4,7,5,7,5,0,,Aste,Aste,Senecio erucifolius,1.7,0.6,1.7,match,
1239,0920_1899,0920  1899,0920_1899,902 1899,Vas_1899,,Senecio jacobaea,Senecio jacobaea,Senecio jacobaea,sene jacob,,vascular,spp,spp,,3.554576087,14.49854891,1101.776625,7,4,7,4,6,4,0,,Aste,Aste,Senecio jacobaea,1.7,1.7,0.6,match,
1243,0920_1905,0920  1905,0920_1905,902 1905,Vas_1905,,Senecio vulgaris,Senecio vulgaris,Senecio vulgaris,,,vascular,spp,spp,,3.602932922,14.56137805,1074.761708,8,3,7,5,7,7,0,,Aste,Aste,Senecio vulgaris,0,4,0,match,
1244,0920_1906,0920  1906,,,,,Serratula tinctoria,,Serratula tinctoria,,,vascular,spp,spp,,3.8385138,15.51400212,964.8028344,7,3,7,6,6,2,0,,Aste,Aste,Serratula tinctoria,1.7,0.6,1.7,match,
1245,0920_1908,0920  1908,0920_1908,902 1908,Vas_1908,,Sesleria albicans,Sesleria caerulea,Sesleria caerulea,,,vascular,spp,spp,,3.074878049,13.92573171,1261.671494,5,3,7,6,8,2,0,,Poal,Poac,Sesleria caerulea,NA,NA,NA,match,
